model,mean_train_accuracy,mean_val_accuracy,mean_train_recall,mean_val_recall,param_max_depth,param_min_samples_split
Random Forest,0.987912087912088,0.9516483516483518,0.9779411764705882,0.9235294117647059,7,15
Random Forest,0.9873626373626374,0.9472527472527474,0.975,0.9235294117647059,7,20
Random Forest,0.9846153846153847,0.953846153846154,0.9705882352941175,0.9235294117647059,7,30
Random Forest,0.9824175824175825,0.9516483516483518,0.9661764705882353,0.9294117647058824,7,40
Random Forest,0.9796703296703295,0.9516483516483518,0.9617647058823529,0.9294117647058824,7,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,7,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,7,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,8,2
Random Forest,1.0,0.9560439560439562,1.0,0.9352941176470588,8,3
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,8,4
Random Forest,0.9967032967032967,0.953846153846154,0.9926470588235293,0.9352941176470588,8,5
Random Forest,0.9945054945054945,0.9560439560439562,0.9867647058823529,0.9352941176470588,8,6
Random Forest,0.9917582417582418,0.9560439560439562,0.9808823529411764,0.9352941176470588,8,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,8,10
Random Forest,0.989010989010989,0.953846153846154,0.9794117647058824,0.9294117647058824,8,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,8,15
Random Forest,0.987912087912088,0.9472527472527474,0.976470588235294,0.9235294117647059,8,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,8,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,8,40
Random Forest,0.979120879120879,0.9516483516483518,0.9617647058823529,0.9294117647058824,8,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,8,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,8,100
Random Forest,1.0,0.9582417582417584,1.0,0.9352941176470588,9,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,9,3
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,9,4
Random Forest,0.9967032967032967,0.9560439560439562,0.9926470588235293,0.9411764705882353,9,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,9,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,9,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,9,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,9,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,9,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,9,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,9,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,9,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,9,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,9,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,9,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,10,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,10,3
Random Forest,1.0,0.9626373626373628,1.0,0.9470588235294117,10,4
Random Forest,0.9967032967032967,0.9582417582417584,0.9926470588235293,0.9411764705882353,10,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,10,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,10,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,10,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,10,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,10,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,10,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,10,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,10,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,10,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,10,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,10,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,11,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,11,3
Random Forest,1.0,0.9626373626373628,1.0,0.9470588235294117,11,4
Random Forest,0.9967032967032967,0.9582417582417584,0.9926470588235293,0.9411764705882353,11,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,11,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,11,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,11,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,11,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,11,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,11,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,11,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,11,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,11,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,11,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,11,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,12,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,12,3
Random Forest,1.0,0.9626373626373628,1.0,0.9470588235294117,12,4
Random Forest,0.9967032967032967,0.9582417582417584,0.9926470588235293,0.9411764705882353,12,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,12,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,12,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,12,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,12,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,12,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,12,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,12,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,12,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,12,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,12,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,12,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,13,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,13,3
Random Forest,1.0,0.9626373626373628,1.0,0.9470588235294117,13,4
Random Forest,0.9967032967032967,0.9582417582417584,0.9926470588235293,0.9411764705882353,13,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,13,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,13,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,13,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,13,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,13,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,13,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,13,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,13,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,13,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,13,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,13,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,14,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,14,3
Random Forest,1.0,0.9626373626373628,1.0,0.9470588235294117,14,4
Random Forest,0.9967032967032967,0.9582417582417584,0.9926470588235293,0.9411764705882353,14,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,14,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,14,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,14,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,14,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,14,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,14,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,14,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,14,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,14,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,14,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,14,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,15,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,15,3
Random Forest,1.0,0.9626373626373628,1.0,0.9470588235294117,15,4
Random Forest,0.9967032967032967,0.9582417582417584,0.9926470588235293,0.9411764705882353,15,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,15,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,15,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,15,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,15,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,15,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,15,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,15,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,15,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,15,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,15,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,15,100
Random Forest,1.0,0.9604395604395606,1.0,0.9352941176470588,,2
Random Forest,1.0,0.9582417582417584,1.0,0.9411764705882353,,3
Random Forest,1.0,0.9626373626373628,1.0,0.9470588235294117,,4
Random Forest,0.9967032967032967,0.9582417582417584,0.9926470588235293,0.9411764705882353,,5
Random Forest,0.9950549450549451,0.9582417582417584,0.9882352941176471,0.9352941176470588,,6
Random Forest,0.9917582417582418,0.953846153846154,0.9808823529411764,0.9352941176470588,,8
Random Forest,0.9901098901098901,0.953846153846154,0.9808823529411764,0.9294117647058824,,10
Random Forest,0.989010989010989,0.9516483516483518,0.9794117647058824,0.9294117647058824,,12
Random Forest,0.987912087912088,0.9494505494505496,0.9779411764705882,0.9235294117647059,,15
Random Forest,0.9873626373626374,0.9472527472527474,0.976470588235294,0.9235294117647059,,20
Random Forest,0.9835164835164836,0.9516483516483518,0.9691176470588235,0.9235294117647059,,30
Random Forest,0.9818681318681317,0.9494505494505496,0.9647058823529411,0.9235294117647059,,40
Random Forest,0.979120879120879,0.9494505494505496,0.9617647058823529,0.9294117647058824,,50
Random Forest,0.9708791208791208,0.9494505494505496,0.9632352941176471,0.9294117647058824,,75
Random Forest,0.9626373626373625,0.9472527472527472,0.9676470588235293,0.9352941176470588,,100
