model,mean_train_accuracy,mean_val_accuracy,mean_train_recall,mean_val_recall,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators
Random Forest,0.9912087912087912,0.964835164835165,0.9794117647058822,0.9588235294117646,7,0.7,2,4,150
